,customer,state,response,coverage,education,effective_to_date,employment_status,gender,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_type,policy_number
8740,VM77872,California,No,Premium,High School or Below,2011-01-05,Unemployed,M,Suburban,Single,Offer3,Branch,Four-Door Car,Large,Corporate,L3
8741,EY49684,California,No,Basic,Bachelor,2011-02-25,Unemployed,F,Rural,Divorced,Offer1,Agent,Four-Door Car,Medsize,Personal,L3
8742,XB70333,California,No,Premium,High School or Below,2011-01-17,Retired,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal,L3
8743,BC75105,California,No,Extended,College,2011-01-23,Employed,M,Urban,Divorced,Offer3,Agent,Four-Door Car,Medsize,Personal,L3
8744,BR22486,California,No,Basic,College,2011-02-27,Employed,F,Suburban,Single,Offer3,Agent,Four-Door Car,Medsize,Personal,L2
8745,JT27173,California,No,Basic,College,2011-01-17,Employed,M,Urban,Married,Offer1,Agent,SUV,Medsize,Corporate,L2
8746,AT31367,California,Yes,Extended,College,2011-02-16,Retired,F,Suburban,Divorced,Offer1,Branch,Four-Door Car,Medsize,Corporate,L2
8747,EW17514,California,Yes,Premium,Master,2011-01-26,Employed,M,Rural,Married,Offer1,Agent,Two-Door Car,Medsize,Personal,L2
8748,QJ31447,California,No,Basic,Master,2011-02-07,Employed,M,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,Personal,L1
8749,BC85847,California,No,Basic,Bachelor,2011-01-22,Unemployed,F,Suburban,Single,Offer1,Call Center,Four-Door Car,Small,Corporate,L1
8750,FP53421,California,No,Basic,High School or Below,2011-01-19,Retired,M,Suburban,Divorced,Offer4,Branch,Four-Door Car,Medsize,Personal,L3
8751,ZF54421,California,Yes,Extended,High School or Below,2011-01-20,Employed,M,Suburban,Single,Offer2,Branch,Two-Door Car,Small,Personal,L2
8752,EG81847,California,No,Extended,High School or Below,2011-01-29,Employed,F,Suburban,Single,Offer1,Call Center,SUV,Medsize,Personal,L1
8753,SE21603,California,No,Basic,Bachelor,2011-01-23,Unemployed,M,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Corporate,L3
8754,RA47157,California,No,Extended,High School or Below,2011-02-18,Employed,M,Urban,Married,Offer4,Agent,Two-Door Car,Medsize,Corporate,L2
8755,ZA45956,California,Yes,Premium,Master,2011-02-13,Disabled,F,Suburban,Divorced,Offer1,Web,SUV,Medsize,Personal,L2
8756,PB93081,California,No,Premium,High School or Below,2011-02-10,Employed,M,Rural,Married,Offer4,Branch,SUV,Small,Corporate,L3
8757,ZE49470,California,No,Basic,Master,2011-01-28,Employed,F,Urban,Single,Offer1,Agent,SUV,Large,Personal,L2
8758,QW72605,California,No,Extended,Bachelor,2011-01-27,Unemployed,F,Suburban,Single,Offer2,Call Center,SUV,Large,Personal,L2
8759,MG53211,California,No,Extended,College,2011-01-08,Employed,F,Urban,Single,Offer3,Branch,Four-Door Car,Medsize,Personal,L3
8760,YB49540,California,No,Basic,College,2011-01-19,Employed,F,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,Personal,L3
8761,FY77803,California,No,Basic,High School or Below,2011-01-11,Unemployed,F,Suburban,Married,Offer4,Call Center,Four-Door Car,Medsize,Corporate,L1
8762,KX64629,California,No,Basic,College,2011-01-18,Unemployed,F,Suburban,Single,Offer4,Call Center,Four-Door Car,Medsize,Personal,L3
8763,IN28584,California,No,Extended,Bachelor,2011-01-02,Employed,F,Rural,Married,Offer1,Call Center,SUV,Medsize,Personal,L2
8764,FP66891,California,No,Basic,Bachelor,2011-01-17,Unemployed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Large,Personal,L1
8765,TT97465,California,No,Basic,College,2011-02-15,Employed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate,L3
8766,AM88377,California,No,Basic,Bachelor,2011-02-23,Retired,F,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,Corporate,L2
8767,JA47688,California,No,Extended,Master,2011-02-27,Employed,M,Suburban,Single,Offer3,Branch,Two-Door Car,Medsize,Personal,L2
8768,GP87031,California,No,Extended,College,2011-01-30,Medical Leave,F,Suburban,Divorced,Offer4,Web,Four-Door Car,Small,Corporate,L3
8769,ZV43350,California,No,Premium,Bachelor,2011-02-11,Unemployed,F,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal,L2
8770,TG37259,California,No,Extended,Master,2011-01-22,Employed,M,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal,L2
8771,KM22467,California,No,Basic,Bachelor,2011-01-06,Employed,M,Suburban,Married,Offer1,Agent,Two-Door Car,Medsize,Personal,L3
8772,JB32090,California,No,Extended,High School or Below,2011-01-06,Employed,F,Suburban,Married,Offer4,Agent,Two-Door Car,Medsize,Personal,L3
8773,EY78874,California,No,Basic,Doctor,2011-02-11,Medical Leave,M,Suburban,Married,Offer4,Agent,Four-Door Car,Small,Corporate,L1
8774,ZT60177,California,No,Basic,High School or Below,2011-02-20,Unemployed,F,Suburban,Single,Offer1,Web,Sports Car,Medsize,Personal,L3
8775,RV92809,California,Yes,Basic,College,2011-02-05,Medical Leave,M,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal,L2
8776,VI69768,California,No,Basic,Bachelor,2011-01-25,Employed,M,Suburban,Married,Offer2,Call Center,SUV,Small,Personal,L1
8777,NP40205,California,No,Extended,Bachelor,2011-02-03,Employed,M,Rural,Married,Offer2,Branch,Four-Door Car,Small,Corporate,L3
8778,LZ56963,California,No,Basic,College,2011-01-08,Employed,F,Suburban,Single,Offer1,Call Center,SUV,Small,Corporate,L2
8779,CO56168,California,No,Basic,High School or Below,2011-01-24,Employed,M,Urban,Married,Offer2,Agent,SUV,Small,Personal,L2
8780,HJ64239,California,No,Basic,College,2011-01-01,Unemployed,F,Suburban,Single,Offer1,Agent,SUV,Medsize,Corporate,L3
8781,WX80471,California,No,Extended,High School or Below,2011-01-27,Employed,M,Rural,Married,Offer3,Branch,Two-Door Car,Medsize,Personal,L2
8782,EH51056,California,No,Basic,High School or Below,2011-01-20,Employed,M,Suburban,Married,Offer4,Branch,Two-Door Car,Small,Personal,L2
8783,DK19711,California,No,Basic,College,2011-01-30,Employed,M,Urban,Divorced,Offer1,Agent,Four-Door Car,Medsize,Personal,L3
8784,ZJ71004,California,No,Basic,Bachelor,2011-01-20,Employed,F,Rural,Married,Offer4,Web,Four-Door Car,Medsize,Personal,L3
8785,CE68841,California,No,Basic,Bachelor,2011-01-15,Employed,F,Rural,Married,Offer1,Agent,SUV,Medsize,Corporate,L1
8786,HX41374,California,No,Extended,High School or Below,2011-01-14,Employed,M,Rural,Married,Offer3,Call Center,SUV,Medsize,Personal,L3
8787,QE13586,California,Yes,Extended,High School or Below,2011-01-07,Employed,M,Suburban,Married,Offer2,Call Center,Two-Door Car,Large,Personal,L2
8788,PA20570,California,No,Extended,Bachelor,2011-02-02,Employed,M,Suburban,Married,Offer4,Agent,Four-Door Car,Medsize,Personal,L1
8789,MB91424,California,No,Basic,College,2011-02-10,Employed,M,Suburban,Married,Offer4,Branch,Four-Door Car,Medsize,Corporate,L3
8790,QW98193,California,No,Basic,College,2011-01-27,Employed,M,Suburban,Single,Offer3,Branch,SUV,Medsize,Corporate,L2
8791,TS53731,California,No,Basic,College,2011-02-20,Employed,F,Rural,Married,Offer3,Call Center,SUV,Medsize,Personal,L2
8792,WK55963,California,No,Basic,College,2011-01-02,Employed,M,Suburban,Married,Offer3,Web,Two-Door Car,Medsize,Corporate,L3
8793,CE71123,California,No,Basic,Bachelor,2011-02-20,Employed,F,Rural,Single,Offer1,Call Center,SUV,Small,Personal,L2
8794,KK38827,California,Yes,Basic,Master,2011-01-17,Employed,F,Suburban,Single,Offer2,Branch,SUV,Large,Personal,L2
8795,YH81239,California,No,Extended,High School or Below,2011-01-13,Employed,M,Suburban,Divorced,Offer1,Call Center,Four-Door Car,Medsize,Personal,L3
8796,MD32702,California,No,Basic,Bachelor,2011-01-06,Unemployed,F,Suburban,Single,Offer1,Call Center,SUV,Medsize,Personal,L3
8797,UK79109,California,Yes,Basic,College,2011-01-11,Employed,M,Suburban,Married,Offer2,Call Center,SUV,Medsize,Corporate,L1
8798,TV37646,California,No,Basic,College,2011-02-12,Employed,F,Suburban,Married,Offer4,Agent,SUV,Small,Personal,L3
8799,QS35019,California,Yes,Premium,Master,2011-01-26,Employed,M,Rural,Married,Offer1,Agent,Two-Door Car,Medsize,Personal,L2
8800,RJ62038,California,No,Extended,High School or Below,2011-02-26,Unemployed,M,Suburban,Single,Offer2,Web,Four-Door Car,Small,Personal,L1
8801,VX94337,California,No,Basic,High School or Below,2011-02-14,Employed,M,Suburban,Divorced,Offer3,Call Center,SUV,Medsize,Corporate,L3
8802,GM54723,California,No,Basic,Bachelor,2011-02-02,Unemployed,M,Suburban,Single,Offer1,Branch,Four-Door Car,Small,Corporate,L2
8803,ET39822,California,Yes,Basic,Bachelor,2011-01-25,Employed,F,Rural,Married,Offer2,Web,Two-Door Car,Medsize,Personal,L2
8804,WA94988,California,No,Extended,Bachelor,2011-02-03,Employed,F,Suburban,Single,Offer2,Call Center,Sports Car,Small,Corporate,L3
8805,WZ23060,California,No,Premium,Bachelor,2011-02-16,Employed,F,Suburban,Married,Offer2,Web,SUV,Medsize,Personal,L2
8806,HK84372,California,No,Basic,High School or Below,2011-02-06,Unemployed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Small,Personal,L2
8807,WG28563,California,No,Basic,Doctor,2011-01-04,Employed,F,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,Personal,L3
8808,KE70943,California,No,Extended,College,2011-01-20,Employed,F,Suburban,Divorced,Offer3,Web,SUV,Medsize,Personal,L3
8809,LD76400,California,No,Extended,Bachelor,2011-01-31,Employed,F,Suburban,Married,Offer3,Agent,SUV,Medsize,Corporate,L1
8810,DR54244,California,No,Basic,High School or Below,2011-02-04,Unemployed,F,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal,L3
8811,FV63234,California,No,Basic,Bachelor,2011-02-28,Unemployed,F,Suburban,Divorced,Offer2,Branch,Four-Door Car,Medsize,Personal,L2
8812,IV60781,California,Yes,Extended,Doctor,2011-01-08,Employed,F,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal,L1
8813,AK59340,California,No,Basic,High School or Below,2011-01-05,Employed,M,Rural,Single,Offer1,Branch,Four-Door Car,Medsize,Corporate,L3
8814,NF78904,California,No,Basic,Bachelor,2011-01-12,Employed,F,Rural,Married,Offer1,Branch,Four-Door Car,Medsize,Corporate,L2
8815,IS55638,California,No,Basic,College,2011-02-18,Employed,F,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,Personal,L2
8816,RD40721,California,No,Extended,High School or Below,2011-01-11,Unemployed,M,Suburban,Divorced,Offer3,Agent,Four-Door Car,Medsize,Corporate,L3
8817,ZF70768,California,No,Premium,High School or Below,2011-01-01,Employed,M,Rural,Married,Offer2,Branch,Two-Door Car,Large,Personal,L2
8818,FH68849,California,No,Basic,Bachelor,2011-01-23,Unemployed,F,Suburban,Single,Offer2,Web,SUV,Medsize,Personal,L2
8819,ZO42514,California,No,Premium,Bachelor,2011-02-26,Employed,F,Urban,Divorced,Offer3,Agent,Two-Door Car,Medsize,Personal,L3
8820,FR66336,California,Yes,Basic,High School or Below,2011-02-21,Unemployed,M,Suburban,Married,Offer2,Call Center,Two-Door Car,Medsize,Personal,L3
8821,MQ84363,California,No,Extended,Bachelor,2011-02-28,Employed,M,Urban,Divorced,Offer1,Agent,Four-Door Car,Medsize,Corporate,L1
8822,UC75204,California,No,Basic,High School or Below,2011-02-11,Unemployed,F,Suburban,Single,Offer1,Branch,Luxury SUV,Small,Personal,L3
8823,WN56695,California,No,Premium,College,2011-02-11,Unemployed,M,Suburban,Married,Offer1,Web,Four-Door Car,Medsize,Personal,L2
8824,MF59279,California,No,Basic,Bachelor,2011-02-15,Unemployed,M,Suburban,Single,Offer1,Agent,Two-Door Car,Small,Personal,L1
8825,US30122,California,No,Basic,College,2011-02-28,Unemployed,M,Suburban,Single,Offer2,Branch,Luxury Car,Medsize,Corporate,L3
8826,IM15403,California,No,Extended,College,2011-02-01,Employed,M,Urban,Divorced,Offer3,Agent,Two-Door Car,Medsize,Corporate,L2
8827,IH18704,California,No,Basic,Master,2011-01-30,Disabled,M,Suburban,Married,Offer2,Agent,SUV,Medsize,Personal,L2
8828,FP27229,California,No,Extended,College,2011-01-05,Employed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Corporate,L3
8829,ZA60820,California,No,Basic,High School or Below,2011-01-14,Unemployed,M,Suburban,Single,Offer2,Call Center,Two-Door Car,Medsize,Personal,L2
8830,WT65970,California,No,Extended,High School or Below,2011-01-02,Unemployed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal,L2
8831,IX10511,California,No,Basic,College,2011-02-08,Unemployed,M,Suburban,Single,Offer1,Branch,Sports Car,Medsize,Personal,L3
8832,XB71208,California,No,Basic,College,2011-02-14,Employed,F,Urban,Single,Offer2,Agent,Four-Door Car,Medsize,Personal,L3
8833,QI99143,California,No,Extended,Bachelor,2011-01-28,Employed,F,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate,L1
8834,XQ19310,California,No,Basic,High School or Below,2011-01-16,Unemployed,F,Suburban,Single,Offer2,Call Center,Two-Door Car,Medsize,Personal,L3
8835,HK40573,California,No,Extended,College,2011-01-08,Employed,M,Urban,Married,Offer1,Call Center,SUV,Medsize,Personal,L2
8836,NN65590,California,No,Basic,College,2011-02-10,Employed,F,Suburban,Single,Offer2,Web,Four-Door Car,Medsize,Personal,L1
8837,NG15940,California,No,Basic,High School or Below,2011-01-16,Unemployed,M,Suburban,Single,Offer3,Agent,Four-Door Car,Medsize,Corporate,L3
8838,UE96503,California,No,Basic,Doctor,2011-02-05,Unemployed,M,Suburban,Married,Offer4,Web,Four-Door Car,Medsize,Corporate,L2
8839,AE90216,California,Yes,Basic,Bachelor,2011-01-18,Employed,M,Suburban,Divorced,Offer2,Branch,Two-Door Car,Medsize,Personal,L2
8840,LJ20215,California,No,Extended,High School or Below,2011-01-23,Unemployed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Corporate,L3
8841,PF78020,California,No,Basic,College,2011-02-15,Employed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Personal,L2
8842,IU71285,California,No,Extended,Bachelor,2011-01-16,Employed,F,Rural,Divorced,Offer1,Call Center,Two-Door Car,Large,Personal,L2
8843,RM93459,California,Yes,Basic,College,2011-02-28,Unemployed,M,Suburban,Divorced,Offer1,Agent,Two-Door Car,Medsize,Personal,L3
8844,XV53963,California,No,Extended,High School or Below,2011-01-10,Employed,M,Suburban,Married,Offer2,Web,SUV,Medsize,Personal,L3
8845,ZK71157,California,No,Basic,Bachelor,2011-02-27,Employed,F,Urban,Single,Offer2,Call Center,Four-Door Car,Medsize,Corporate,L1
8846,FS31523,California,No,Extended,High School or Below,2011-02-01,Unemployed,F,Suburban,Married,Offer2,Call Center,SUV,Small,Personal,L3
8847,NH99355,California,No,Basic,High School or Below,2011-01-06,Unemployed,M,Suburban,Married,Offer3,Call Center,Four-Door Car,Medsize,Personal,L2
8848,EZ11341,California,No,Basic,College,2011-01-20,Employed,M,Rural,Single,Offer3,Branch,Two-Door Car,Medsize,Personal,L1
8849,QE52050,California,Yes,Extended,Bachelor,2011-01-19,Unemployed,F,Suburban,Married,Offer2,Agent,Four-Door Car,Small,Corporate,L3
8850,YT92071,California,No,Basic,Master,2011-01-30,Employed,F,Suburban,Divorced,Offer3,Web,Four-Door Car,Medsize,Corporate,L2
8851,LO14234,California,No,Premium,High School or Below,2011-01-10,Unemployed,M,Suburban,Single,Offer2,Agent,SUV,Medsize,Personal,L2
8852,HH49378,California,No,Basic,Master,2011-02-20,Employed,M,Rural,Married,Offer2,Web,Sports Car,Medsize,Corporate,L3
8853,JY66887,California,No,Extended,High School or Below,2011-02-27,Unemployed,F,Suburban,Single,Offer2,Branch,Luxury Car,Medsize,Personal,L2
8854,HZ39601,California,No,Extended,College,2011-02-21,Retired,F,Suburban,Divorced,Offer2,Call Center,SUV,Medsize,Personal,L2
8855,TV35668,California,Yes,Basic,College,2011-02-02,Medical Leave,F,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal,L3
8856,BK83393,California,No,Basic,Bachelor,2011-02-11,Employed,F,Urban,Divorced,Offer1,Agent,SUV,Medsize,Personal,L3
8857,ZN98560,California,No,Basic,College,2011-02-12,Unemployed,M,Rural,Married,Offer1,Branch,SUV,Medsize,Corporate,L1
8858,ZR81759,California,No,Basic,Master,2011-02-02,Employed,M,Urban,Married,Offer3,Web,Two-Door Car,Medsize,Personal,L3
8859,SV46904,California,No,Extended,High School or Below,2011-01-24,Unemployed,F,Suburban,Single,Offer2,Agent,Four-Door Car,Medsize,Personal,L2
8860,YN69214,California,No,Basic,Bachelor,2011-01-14,Unemployed,M,Suburban,Single,Offer2,Web,Four-Door Car,Medsize,Personal,L1
8861,ZI69514,California,No,Basic,College,2011-01-24,Employed,M,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,Corporate,L3
8862,NL33789,California,No,Basic,Bachelor,2011-01-20,Employed,F,Rural,Divorced,Offer2,Call Center,SUV,Medsize,Corporate,L2
8863,LU53495,California,No,Basic,College,2011-01-03,Employed,M,Rural,Married,Offer3,Branch,Four-Door Car,Medsize,Personal,L2
8864,HN89408,California,No,Premium,College,2011-01-12,Unemployed,M,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Corporate,L3
8865,PF71940,California,No,Extended,Bachelor,2011-01-03,Unemployed,F,Suburban,Single,Offer1,Branch,SUV,Small,Personal,L2
8866,VJ49806,California,No,Basic,College,2011-02-12,Unemployed,M,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Personal,L2
8867,GY40926,California,No,Basic,College,2011-01-26,Employed,M,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal,L3
8868,II32272,California,No,Extended,High School or Below,2011-02-17,Disabled,F,Suburban,Married,Offer4,Call Center,Sports Car,Medsize,Personal,L3
8869,NG68910,California,No,Basic,High School or Below,2011-02-20,Employed,M,Suburban,Married,Offer4,Agent,SUV,Medsize,Corporate,L1
8870,XK43825,California,No,Basic,College,2011-02-25,Unemployed,M,Suburban,Married,Offer3,Call Center,Two-Door Car,Medsize,Personal,L3
8871,LA29810,California,No,Extended,College,2011-02-23,Employed,F,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal,L2
8872,BU71528,California,No,Premium,College,2011-02-01,Disabled,M,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,Personal,L1
8873,OM73267,California,No,Basic,High School or Below,2011-01-11,Employed,F,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,Corporate,L3
8874,IW72280,California,No,Basic,Doctor,2011-02-14,Employed,F,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,Corporate,L2
8875,PH47195,California,No,Extended,Bachelor,2011-02-20,Employed,M,Rural,Divorced,Offer1,Call Center,Sports Car,Medsize,Personal,L2
8876,KU85991,California,Yes,Basic,High School or Below,2011-01-02,Employed,M,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,Corporate,L3
8877,LK49091,California,No,Extended,Bachelor,2011-02-02,Employed,F,Rural,Married,Offer2,Branch,Four-Door Car,Large,Personal,L2
8878,OK96130,California,No,Extended,High School or Below,2011-02-12,Employed,M,Suburban,Married,Offer2,Agent,SUV,Medsize,Personal,L2
8879,MN83273,California,Yes,Premium,High School or Below,2011-01-31,Employed,F,Suburban,Divorced,Offer1,Call Center,Four-Door Car,Medsize,Personal,L3
8880,NY89701,California,No,Extended,Bachelor,2011-02-05,Employed,F,Urban,Married,Offer1,Agent,Four-Door Car,Large,Personal,L3
8881,FL30667,California,No,Extended,College,2011-01-19,Employed,F,Suburban,Married,Offer4,Branch,Four-Door Car,Small,Corporate,L1
8882,AW27717,California,No,Extended,High School or Below,2011-01-08,Disabled,F,Rural,Single,Offer1,Branch,Four-Door Car,Medsize,Personal,L3
8883,OL28568,California,No,Premium,Bachelor,2011-02-07,Employed,M,Suburban,Single,Offer3,Branch,Four-Door Car,Medsize,Personal,L2
8884,EA52579,California,No,Basic,Bachelor,2011-02-26,Unemployed,F,Suburban,Divorced,Offer3,Call Center,SUV,Medsize,Personal,L1
8885,WZ96432,California,No,Basic,Master,2011-02-19,Employed,F,Suburban,Married,Offer1,Branch,SUV,Medsize,Corporate,L3
8886,HC90344,California,No,Basic,Bachelor,2011-02-09,Unemployed,F,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Corporate,L2
8887,SG59507,California,No,Basic,College,2011-02-11,Employed,F,Rural,Divorced,Offer2,Call Center,Four-Door Car,Medsize,Personal,L2
8888,HE85298,California,No,Basic,High School or Below,2011-01-07,Employed,F,Rural,Married,Offer2,Branch,SUV,Medsize,Corporate,L3
8889,CR83581,California,No,Basic,College,2011-02-05,Disabled,M,Suburban,Married,Offer1,Agent,SUV,Small,Personal,L2
8890,MB15338,California,No,Basic,College,2011-02-03,Employed,M,Rural,Single,Offer2,Web,Two-Door Car,Medsize,Personal,L2
8891,YR10848,California,Yes,Premium,Bachelor,2011-01-28,Employed,F,Suburban,Single,Offer1,Branch,Two-Door Car,Medsize,Personal,L3
8892,KA69047,California,No,Extended,Bachelor,2011-02-02,Employed,M,Rural,Single,Offer2,Web,Four-Door Car,Medsize,Personal,L3
8893,XE72624,California,No,Basic,High School or Below,2011-02-15,Employed,F,Suburban,Married,Offer4,Branch,Four-Door Car,Small,Corporate,L1
8894,UN77671,California,No,Extended,College,2011-01-23,Employed,F,Rural,Married,Offer3,Branch,Two-Door Car,Medsize,Personal,L3
8895,RN72721,California,No,Basic,High School or Below,2011-01-21,Disabled,F,Suburban,Married,Offer4,Branch,SUV,Medsize,Personal,L2
8896,LO94085,California,No,Extended,College,2011-01-30,Employed,F,Rural,Married,Offer4,Web,Two-Door Car,Medsize,Personal,L1
8897,JR89623,California,No,Basic,High School or Below,2011-02-21,Employed,F,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,Corporate,L3
8898,VF65535,California,No,Extended,College,2011-01-18,Employed,F,Urban,Single,Offer3,Agent,SUV,Medsize,Corporate,L2
8899,CF95802,California,No,Basic,College,2011-02-10,Unemployed,M,Suburban,Single,Offer2,Branch,SUV,Small,Personal,L2
8900,XX88364,California,Yes,Basic,Bachelor,2011-02-18,Employed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Corporate,L3
8901,CK15380,California,No,Basic,High School or Below,2011-02-12,Disabled,F,Urban,Married,Offer3,Call Center,Four-Door Car,Medsize,Personal,L2
8902,HS97983,California,No,Premium,High School or Below,2011-02-20,Unemployed,F,Suburban,Single,Offer1,Agent,Four-Door Car,Small,Personal,L2
8903,CC92362,California,No,Premium,Bachelor,2011-01-06,Disabled,M,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,Personal,L3
8904,JW21133,California,No,Extended,Bachelor,2011-02-10,Medical Leave,M,Suburban,Married,Offer1,Branch,Two-Door Car,Small,Personal,L3
8905,YP72749,California,No,Basic,Bachelor,2011-02-16,Employed,F,Urban,Single,Offer1,Agent,Four-Door Car,Medsize,Corporate,L1
8906,KW99972,California,No,Extended,High School or Below,2011-01-09,Employed,F,Urban,Married,Offer1,Branch,Sports Car,Medsize,Personal,L3
8907,NW62233,California,No,Basic,Master,2011-01-28,Employed,M,Urban,Married,Offer4,Web,Two-Door Car,Medsize,Personal,L2
8908,HJ62427,California,No,Extended,College,2011-01-02,Employed,F,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,Personal,L1
8909,TA31436,California,No,Basic,Bachelor,2011-01-09,Employed,F,Suburban,Married,Offer1,Agent,Sports Car,Large,Corporate,L3
8910,ZK67670,California,No,Extended,Master,2011-01-28,Employed,F,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,Corporate,L2
8911,QK82654,California,No,Premium,College,2011-01-15,Unemployed,M,Suburban,Single,Offer1,Agent,Luxury SUV,Small,Personal,L2
8912,GY43856,California,Yes,Basic,College,2011-02-10,Employed,F,Rural,Married,Offer2,Branch,SUV,Large,Corporate,L3
8913,BA87216,California,No,Extended,College,2011-01-20,Employed,M,Suburban,Divorced,Offer4,Web,Four-Door Car,Large,Personal,L2
8914,OH83983,California,Yes,Extended,Doctor,2011-02-01,Employed,M,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,Personal,L2
8915,ZU83252,California,No,Basic,Master,2011-02-09,Employed,F,Rural,Married,Offer3,Web,Four-Door Car,Medsize,Personal,L3
8916,DN92191,California,No,Basic,Master,2011-02-08,Employed,M,Suburban,Divorced,Offer4,Branch,Four-Door Car,Small,Personal,L3
8917,XR74007,California,No,Extended,Bachelor,2011-01-31,Employed,F,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,Corporate,L1
8918,GB32334,California,No,Basic,College,2011-02-10,Employed,F,Urban,Married,Offer2,Web,Four-Door Car,Large,Personal,L3
8919,QW59726,California,No,Basic,Master,2011-01-12,Employed,F,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal,L2
8920,XO43812,California,No,Basic,Master,2011-02-22,Employed,M,Suburban,Married,Offer4,Call Center,Luxury SUV,Medsize,Personal,L1
8921,UI75273,California,No,Extended,High School or Below,2011-01-27,Employed,F,Suburban,Married,Offer2,Call Center,Two-Door Car,Medsize,Corporate,L3
8922,MR76405,California,No,Extended,College,2011-02-26,Employed,F,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate,L2
8923,VF65251,California,No,Basic,College,2011-01-03,Unemployed,M,Suburban,Single,Offer4,Branch,Luxury SUV,Large,Personal,L2
8924,GH31245,California,No,Basic,High School or Below,2011-01-24,Employed,F,Urban,Married,Offer3,Branch,SUV,Medsize,Corporate,L3
8925,UW20734,California,No,Extended,College,2011-01-09,Employed,F,Rural,Married,Offer2,Branch,Two-Door Car,Small,Personal,L2
8926,KK61203,California,No,Premium,High School or Below,2011-02-14,Medical Leave,M,Suburban,Married,Offer1,Web,Four-Door Car,Medsize,Personal,L2
8927,UQ54273,California,Yes,Basic,College,2011-01-03,Retired,M,Suburban,Divorced,Offer2,Web,Four-Door Car,Medsize,Personal,L3
8928,PV48046,California,No,Extended,Master,2011-02-19,Employed,M,Suburban,Divorced,Offer1,Call Center,SUV,Large,Personal,L3
8929,QW21219,California,Yes,Basic,High School or Below,2011-01-27,Unemployed,F,Suburban,Divorced,Offer2,Agent,Four-Door Car,Medsize,Corporate,L1
8930,PR80703,California,No,Basic,Bachelor,2011-02-09,Employed,F,Rural,Married,Offer1,Branch,Four-Door Car,Medsize,Personal,L3
8931,OI44122,California,No,Basic,Bachelor,2011-02-14,Employed,M,Suburban,Married,Offer1,Agent,SUV,Medsize,Personal,L2
8932,YM44855,California,No,Premium,Master,2011-02-14,Employed,F,Rural,Single,Offer1,Branch,SUV,Small,Personal,L1
8933,CS35098,California,No,Extended,College,2011-01-11,Employed,M,Urban,Married,Offer2,Web,Four-Door Car,Medsize,Corporate,L3
8934,VV57998,California,No,Basic,Bachelor,2011-01-02,Unemployed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Corporate,L2
8935,ZC17826,California,No,Basic,Bachelor,2011-01-04,Unemployed,M,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,Personal,L2
8936,WD85096,California,No,Basic,Master,2011-01-21,Disabled,F,Urban,Married,Offer1,Agent,Two-Door Car,Medsize,Corporate,L3
8937,LZ57827,California,No,Basic,Bachelor,2011-01-12,Employed,M,Urban,Married,Offer1,Branch,SUV,Medsize,Personal,L2
